"","memory CD4+ T cells","memory CD8+ T cells","naive CD4+ T cells","naive CD8+ T cells","NKT","MAIT","Tregs","NK","Plasma cells","pre-B cells","cDC","pDC","Monocytes","Basophils","Neutrophils"
"KAT8_REST_SPI1",0.15,0.19,0.08,0.19,0.41,0.08,0.16,0.09,5,2.07,4.62,30.29,10.78,0,0.07
"HIF1A_RBPJ_TGFBR2",1.42,1.06,1.44,1.98,1.1,1.42,3.06,0.61,1.67,1.85,8.67,30.29,14.97,0.57,0.56
"CXCR4_ZFP36L1_ZMIZ1",1.72,2.03,1.11,1.04,1.78,2.01,1.93,0.82,0.83,2.07,5.78,30.29,12.76,0.57,1.11
"ID2_NFE2L2_TP53",0.93,2.67,1,2.74,3.01,2.17,1.61,2.6,3.33,0.17,3.47,30.29,10.58,0.29,0
"LFNG_REST_YTHDF2",3.65,3.21,1.91,3.78,4.38,3.01,9.18,2.84,2.08,3.67,3.47,30.29,13.1,0.57,0.04
"LFNG_REST_STAT3",3.58,4.48,2.52,3.31,6.16,3.26,7.89,3.8,2.5,3.84,4.05,30.29,15.94,0.29,0.19
"CDC42_KCNQ1_RBPJ",1.38,0.29,1.27,1.13,0.14,0.33,2.09,0.04,7.92,2.03,1.16,30.29,15.98,0,0.19
"HSF1_PRKCD_RBPJ",0.3,0.46,0.08,0.09,0.27,0.17,1.13,0.31,11.25,1.12,4.62,30.29,12.9,0,0.04
"MEF2C_RBPJ_RPS6KB1",0.07,0.08,0,0,0.14,0,0,0.08,10.83,2.11,11.56,30.29,9.56,0,0.07
"JUNB_KCNQ1_RBPJ",1.19,0.24,0.83,1.13,0.14,0.33,1.61,0.04,5,1.38,0.58,30.29,16.16,0,0.22
"DOCK10_FYN_PAFAH1B1",6.19,7.86,4.65,5.57,7.95,4.26,13.53,6.15,7.92,1.55,6.94,30.29,8.23,0.29,0.22
"FGL2_MILR1",0,0.02,0,0,0,0,0,0.01,0,0.69,3.47,29.93,16.88,0,0.04
"CD86_STAT5B",0.11,0.08,0.11,0.09,0.14,0.08,1.13,0.09,4.17,4.05,4.05,29.93,17.53,0.29,0.15
"FAM20C_TGFB1",0.07,0.13,0.03,0,0.41,0,0,0.15,0,0.04,2.31,29.93,13.86,0.29,0
"CD74_CD86_STAT5B",0.11,0.08,0.03,0,0.14,0.08,1.13,0.04,4.17,4.05,4.05,29.93,17.48,0.29,0.11
"FGL2_HLA-DRA_MILR1",0,0,0,0,0,0,0,0,0,0.69,3.47,29.93,16.88,0,0.04
"FGL2_HLA-DRB1_MILR1",0,0.02,0,0,0,0,0,0,0,0.69,3.47,29.93,16.7,0,0
"BAX_GAS6_SPI1",0,0,0,0,0,0,0,0.01,5,0,10.4,29.93,3.64,0,0
"ANXA1_HMGB1_LGMN",0.82,0.24,1.02,1.7,0,0.59,1.13,0.15,5,0.69,16.18,29.93,0.62,0,0.04
"CD86_HLA-DRA_STAT5B",0.04,0.03,0.03,0,0.14,0,0.64,0.03,3.75,4.05,4.05,29.93,17.48,0.29,0.15
"IL1B_SOD1_ZFP36",0.04,0.08,0.06,0.09,0,0.08,0.16,0,0.83,0.17,4.05,29.93,12.29,0,1.11
"EIF2AK4_LTBR_PJA2",0,0.03,0.03,0.09,0,0,0,0.03,0.42,0,10.98,29.93,8.37,0,0
"CAMK1D_LYN_TGFBR2",0.04,0.68,0.11,0.28,2.47,0.42,0.16,1.46,3.75,10,7.51,29.93,12.7,0.29,0.7
"LGALS9_RARA_SP3",0.37,0.24,0.08,0.09,0.68,0,1.45,0.09,1.67,0.73,4.62,29.93,18.73,0,0.11
"CEBPB_HIF1A_NR1H2",1.79,1.13,1.3,1.79,1.92,1.84,1.45,0.97,6.25,1.85,3.47,29.93,18.33,0.57,0.7
"HMGB1_KCNQ1_RBPJ",1.53,0.3,1.41,1.32,0.14,0.33,2.09,0.04,7.92,2.11,1.16,29.93,16.06,0,0.11
"AKT1_JAK2_MAP2K1",0.22,0.3,0.06,0.28,1.1,0.08,1.29,0.27,6.67,0.3,9.25,29.93,8.81,0,0
"BLOC1S2_HIF1A_STAT3",2.54,2.21,1.63,1.32,3.15,1.42,3.86,1.31,5.42,4.4,13.29,29.93,15.09,0.57,0.44
"IL18_IRF4_ROCK1",0,0,0,0,0,0,0,0.01,0,0.04,8.67,29.93,1.41,0,0
"CTNNB1_CXCR4_HSPA1A",4.55,4.21,1.97,1.13,2.88,2.76,7.09,1.74,2.92,2.16,8.67,29.93,18.09,1.72,0.48
"ARRB2_PPP3CA_TP53",0.86,1.9,0.5,0.94,3.84,1.51,2.09,1.53,7.5,2.59,11.56,29.93,11.97,0,0.11
"HIF1A_IL17RA_PPP3CA",0.71,0.6,0.55,0.66,1.23,0.25,1.77,0.39,2.5,0.95,8.09,29.93,17.93,0.57,0.63
"CTNNB1_FYN_PRNP",5.37,5.24,1.52,1.51,5.48,5.69,7.09,4.12,2.5,0.78,3.47,29.93,17.99,0,0.19
"EZR_HSPA1A_TP53",1.94,1.63,0.53,0.85,2.33,0.84,5.31,1.3,5.83,2.8,7.51,29.93,12.56,0.29,0.04
"CSF1R_CX3CR1_FCGR2B",0,0,0,0,0,0,0,0,0,0,0,29.93,4.77,0,0
"FNIP1_HIF1A_RBPJ",1.57,0.94,0.66,0.94,0.82,1.17,2.25,0.58,5,1.29,7.51,29.93,14.93,0.29,0.63
"FAM20C_LYZ_TGFB1",0.04,0.03,0,0,0.14,0,0,0.04,0,0,1.16,29.93,13.84,0.29,0
"FOS_HSF1_PRKDC",3.39,1.95,1.47,1.51,2.19,4.18,2.25,1.51,10.42,1.94,15.03,29.93,10.68,0.29,0.19
"FAM20C_FOS_TGFB1",0.07,0.03,0.03,0,0.14,0,0,0.05,0,0,0.58,29.93,13.62,0.29,0
"CD33_FKBP1A_SOS1",0.11,0.02,0.03,0,0,0.08,0,0.07,0,0.04,1.16,29.93,14.43,0,0.07
"DLG1_IL18_ROCK1",0,0.1,0.03,0,0.27,0,0,0.4,0,0.09,15.61,29.93,5.31,0,0
"KCNQ1_RBPJ_RTN4",1.01,0.25,0.58,0.66,0.14,0.17,1.61,0.04,6.67,1.29,1.16,29.93,15.45,0,0.11
"AP3D1_IFNGR1_PICALM",0.6,0.94,0.06,0.28,2.74,1.09,1.29,0.8,7.08,0.65,6.36,29.93,17.42,0.29,0.07
"BATF3_TGFBR2",0.15,0.16,0.06,0.09,0.14,0.08,0.16,0.07,0,0.22,0.58,29.56,8.65,0,0.19
"IFI30_NF1",0.04,0.06,0.03,0,0.27,0.08,0,0.12,4.58,0.86,0,29.56,11.17,0,0.19
"DDX21_IL17RA_IRF4",0.07,0.13,0.22,0.09,0.27,0,0.32,0.08,8.33,0.52,14.45,29.56,4.37,0,0
"FGL2_HLA-DMB_MILR1",0,0,0,0,0,0,0,0,0,0.65,3.47,29.56,14.08,0,0.04
"IL18_IL1B_ZFP36",0,0,0,0,0,0,0,0,0,0,3.47,29.56,5.55,0,0
"IRF8_LFNG_STAT3",0.04,0.19,0.14,0.09,0.82,0.17,0.16,0.54,0.83,6.38,5.78,29.56,16.86,0,0
"HLA-DRB1_IFI30_NF1",0,0.03,0,0,0.27,0,0,0.07,3.75,0.86,0,29.56,11.07,0,0
"HIF1A_KLF4_NR1H2",0.04,0.05,0.03,0.09,0.41,0,0,0.07,0.42,0.22,2.89,29.56,14.83,0,0
"ATF4_BTN2A2_SH2B3",0.11,0.16,0,0,0.41,0.17,0,0.23,6.25,0.86,6.36,29.56,5.77,0,0
"BATF3_FKBP1A_TGFBR2",0.07,0.1,0.06,0.09,0.14,0.08,0.16,0.01,0,0.13,0.58,29.56,8.61,0,0.11
"CEBPB_MAPK14_ORAI1",2.95,4.19,1.77,2.27,4.25,2.59,4.35,4.1,7.92,1.85,5.2,29.56,17.4,2.01,1.07
"AP3D1_RBPJ_TGFBR2",1.42,1.56,1,2.08,0.96,1.92,3.54,1.06,6.25,1.64,11.56,29.56,11.59,0,0.07
"AKT1_JAK2_STAT6",0.3,0.3,0.08,0.28,1.23,0.17,0.81,0.42,4.17,0.34,8.67,29.56,11.05,0.29,0
"AKT1_JAK2_PICALM",0.11,0.38,0.17,0.09,0.55,0.08,0.32,0.5,6.25,0.22,6.36,29.56,12.23,0.57,0
"HIF1A_NFE2L2_REST",2.24,1.38,1.77,2.17,2.05,1.84,2.42,0.85,6.67,1.81,10.98,29.56,10.18,0.29,0.22
"HIF1A_NCSTN_RBPJ",0.56,0.38,0.22,0.28,0.14,0.42,1.77,0.21,5.42,0.69,8.09,29.56,13.58,0,0.07
"STAT3_STAT6_TP53",1.45,1.75,1.19,1.51,2.05,0.92,3.06,1.21,3.33,2.93,13.29,29.56,11.75,0.29,0.15
"EZR_FOXP1_PTAFR",0.41,0.33,0.14,0.09,0.41,0.17,0.81,0.12,0.42,1.72,2.89,29.56,18.33,0,0.26
"KCNQ1_PAK1_RBPJ",0.07,0.02,0.03,0.19,0.14,0,0.32,0,3.75,0.26,0.58,29.56,11.37,0,0
"CXCR4_HIF1A_REST",4.92,3.27,3.57,4.63,3.01,4.77,4.51,1.21,2.5,4.83,11.56,29.56,8.37,0.57,0.37
"KCNQ1_RBPJ_TGFB1",1.08,0.24,0.55,0.94,0.14,0.25,1.93,0.04,6.25,1.12,0.58,29.56,14.89,0,0.15
"KLF4_TNFSF10_TP53",0.07,0.03,0,0.19,0.14,0.08,0.64,0.03,1.25,0.22,0.58,29.56,18.97,0.29,0
"KLF4_MEF2C_RPS6KB1",0,0,0,0,0,0,0,0.01,2.08,0.3,2.89,29.56,10.48,0,0
"GSN_IL1B_SOD1",0,0.02,0,0,0,0,0,0.01,0,0.13,9.83,29.56,4.67,0,0.07
"RARA_RBPJ_TGFBR2",1.19,0.87,0.58,0.66,0.55,1.17,3.06,0.25,2.5,0.6,5.2,29.56,18.11,0,0.41
"HSPA1A_ID2_TP53",0.75,1.9,0.47,0.57,3.01,1.25,1.61,2.36,0.83,0.04,1.73,29.56,14.65,0,0
"GSN_PTAFR_SOD1",0,0,0,0,0,0,0,0.04,0,0.86,2.89,29.56,12.35,0.29,0.11
"CIITA_TRIM11",0.3,0.84,0.03,0,0.82,0.25,0.97,0.68,0.42,6.81,15.61,29.2,8.19,0.29,0.04
"ADAM8_IL1B",0.11,0.03,0,0,0,0,0,0.09,0.83,0.17,4.62,29.2,6.5,0,1.74
"HIF1A_RNF41",1.6,1.1,1.58,1.51,1.51,1.42,2.58,0.85,6.25,5.09,12.72,29.2,14.21,1.43,0.63
"PCBP2_RAB29_TRIM25",2.16,3.08,0.94,1.32,3.97,2.42,6.76,2.95,16.25,3.54,6.94,29.2,9.76,0.86,0.52
"B4GALT1_KLF4_NFE2L2",0.04,0,0.06,0.09,0.14,0.25,0.48,0.08,1.25,0.26,2.89,29.2,15.27,0,0.11
"CD47_PAK1_PTGER4",0.37,0.75,0.25,0.28,1.23,0.33,0.48,0.7,0.83,0.09,0.58,29.2,13.28,0,0.04
"CTNNB1_KLF4_MAP2K7",0.11,0.08,0.06,0.19,0.41,0.08,0.81,0.16,1.67,0.17,1.73,29.2,15.57,0,0.07
"IL18_IL1B_ROCK1",0,0,0,0,0,0,0,0.01,0,0,10.4,29.2,4.67,0,0
"AKIRIN1_ANXA1_ARL8B",4.03,3.78,2.44,1.7,4.66,4.01,4.35,2.31,2.08,0.56,8.09,29.2,17.83,0.29,0.22
"BLOC1S2_CTNNB1_HIF1A",1.12,1.22,0.55,0.66,1.64,0.84,3.06,1,2.92,3.45,8.67,29.2,14.33,0.29,0.11
"BLOC1S2_HIF1A_NFE2L2",1.45,1.11,1.27,1.23,1.78,1.34,1.93,0.64,5,2.67,8.67,29.2,12.43,0,0.52
"BLOC1S2_HIF1A_REST",2.2,1.68,1.52,1.51,2.33,1.25,4.83,1.06,6.25,3.79,12.72,29.2,10.2,0.29,0.11
"CNOT7_LFNG_YTHDF2",2.98,2.73,2.08,3.97,4.66,2.42,7.25,2.14,2.5,5.22,5.78,29.2,15.03,0.29,0.07
"AKT1_JAK2_TRIM28",0.22,0.37,0.33,0.28,1.1,0.5,1.29,0.53,9.58,0.56,9.83,29.2,7.1,0.29,0
"MAPK1_ORAI1_RARA",2.54,1.57,0.44,0.38,1.92,1.84,3.86,1.05,3.33,0.82,4.62,29.2,16.3,0.86,0.33
"FNIP1_HIF1A_KLF4",0.07,0.06,0.06,0.09,0.41,0,0,0.03,0.83,0.39,2.89,29.2,16.34,0,0.04
"HIF1A_PPIA_RNF41",1.45,1.08,1.36,1.51,1.51,1.34,2.58,0.84,6.25,5,12.72,29.2,13.78,0.57,0.26
"HIF1A_HMGB1_RNF41",1.57,1.08,1.5,1.42,1.51,1.42,2.58,0.8,6.25,4.96,12.72,29.2,13.94,1.43,0.44
"NFE2L2_PTPN1_TYK2",1.19,1.32,0.75,1.51,1.64,1.09,2.74,1.27,13.33,1.85,10.98,29.2,7.87,0,0.04
"HIF1A_LCP1_RNF41",1.34,1.02,0.94,0.94,1.51,0.92,2.58,0.78,5.83,3.88,12.14,29.2,14.08,1.15,0.52
"HSF1_PRKDC_RBPJ",2.46,1.59,1.11,1.79,1.51,2.34,4.51,1.05,9.58,1.68,11.56,29.2,8.35,0,0.07
"FKBP1A_KCNQ1_RBPJ",0.89,0.21,1.02,0.94,0.14,0.25,1.61,0.04,7.92,1.55,1.16,29.2,16,0,0.19
"CDC42_HIF1A_RNF41",1.45,0.97,1.3,1.42,1.51,1.34,2.58,0.76,6.25,4.66,12.72,29.2,13.94,0.57,0.44
"CYBA_HIF1A_RNF41",1.49,1.08,1.38,1.42,1.51,1.42,2.58,0.85,6.25,5.09,12.72,29.2,14.21,1.15,0.44
"CXCR4_HIF1A_PPP3CA",2.95,2.3,1.5,1.61,2.74,3.18,1.93,0.9,2.5,6.47,13.29,29.2,9.52,1.15,1.04
"HSPA1A_MIF_TP53",2.24,1.57,1.27,1.13,2.33,1.09,4.67,1.66,5.83,2.67,8.67,29.2,11.99,0,0.11
"BLOC1S2_BLOC1S6_KYNU",0.04,0.03,0,0,0.14,0,0,0.01,7.5,5.43,8.67,29.2,11.75,0,0
"BLOC1S2_BLOC1S6_STXBP3",1.16,1.65,0.91,1.13,2.05,1.34,3.22,1.34,7.5,3.23,12.72,29.2,10.12,0.86,0.07
"HIF1A_RNF41_SLC25A5",1.3,0.84,0.89,1.13,1.23,0.92,2.42,0.53,6.25,3.71,12.14,29.2,13.14,0,0.26
"CXCR4_ID2_PTGER4",4.44,7.52,1.61,5.29,8.08,12.46,2.25,5.54,0.42,0.04,2.31,28.83,8.15,0.29,0.37
"ARRB2_CXCR4_PTGER4",5.41,5.08,1.85,4.06,3.97,7.27,3.38,2.64,0.83,0.56,4.62,28.83,12.23,0.29,0.26
"IL17RA_IRF4_NOTCH2",0,0.02,0.06,0,0,0,0,0.03,1.67,0.22,10.4,28.83,3.8,0,0
"CD47_CNN2_PTGER4",8.09,6.78,3.18,4.34,6.03,7.36,11.11,4.3,2.08,1.42,5.78,28.83,12.76,0,0.37
"IRF8_LFNG_YTHDF2",0,0.19,0.08,0.09,0.68,0.25,0.16,0.45,1.67,6.47,6.36,28.83,13.94,0,0.04
"HSPA9_NFE2L2_PRNP",2.16,1.97,0.89,1.04,3.56,2.59,3.86,1.61,10,1.03,5.2,28.83,10.18,0.29,0.07
"ADCY7_AKT1_MAP2K1",0.89,1.11,0.22,0.19,2.47,0.75,2.9,1.38,3.33,0.6,12.72,28.83,10.76,0,0.07
"HCK_PAK1_PLCG2",0,0.02,0,0,0,0,0,0.01,0.42,0.82,1.16,28.83,15.45,0.29,0.07
"HIF1A_RAC2_TP53",1.98,1.62,1.58,2.46,3.15,1.59,3.38,1.17,8.75,4.74,13.29,28.83,13.04,0.57,0.15
"BATF3_RBPJ_TGFBR2",0.04,0.03,0.03,0,0,0,0,0,0,0.09,0.58,28.83,6.02,0,0
"AIF1_CX3CR1_TNFAIP3",0.11,2,0.11,0.19,3.42,0.17,0.48,1.58,0,0,1.16,28.83,17.99,0.29,0.41
"KLF4_PARP1_PTAFR",0,0,0,0,0,0,0,0,0,0.09,1.16,28.83,13.32,0,0.04
"ADCY7_AKT1_TRIM28",1.3,1.79,0.61,1.04,3.84,1.09,3.22,2.18,7.5,0.86,9.83,28.83,8.75,0.57,0.15
"AKT1_PICALM_TRIM28",0.82,1.63,0.42,0.38,2.88,0.59,2.9,1.73,10.42,0.73,12.72,28.83,10.16,0,0.15
"KLF4_PTK2B_TYK2",0.04,0.06,0.03,0.09,0.14,0,0,0.08,1.25,0.13,2.89,28.83,17.87,0,0
"CX3CR1_IKBKB_MYD88",0.07,2.11,0,0,4.66,0.08,0.32,2.28,0,0.04,0.58,28.83,12.47,0,0.15
"CIITA_LGALS1_TRIM11",0.15,0.65,0.03,0,0.82,0.08,0.97,0.6,0.42,3.19,12.72,28.83,8.17,0,0.04
"LYN_RARA_TNFAIP3",0,0.37,0,0.09,0.55,0.33,0.16,0.48,5.83,0.82,8.09,28.83,15.94,0.29,0.7
"GOLPH3_HAVCR2_MSN",0.04,0.51,0.06,0.28,2.33,0,2.09,2.59,0.42,0.09,1.16,28.83,9.5,0,0
"ANXA1_CCR2_HIF1A",1.3,0.33,0.06,0.09,0.14,2.34,0.64,0.03,1.25,0,2.31,28.83,18.53,0.86,0.04
"CD300A_CD36_FCGR2B",0,0,0,0,0,0,0,0.01,0,0,0,28.83,3.6,0,0
"AKT1_MKNK2_PICALM",1.12,2.4,0.44,0.28,2.88,1.09,3.7,1.65,12.92,1.25,5.2,28.83,13.88,0,0.15
"JAK2_SIPA1_XBP1",0.6,1.29,0.36,0.28,3.15,1.67,1.13,1.99,13.33,0.91,8.09,28.83,10.06,0,0.07
"EP300_NFE2L2_PIK3R1",3.73,4.03,2.82,3.31,4.38,3.85,6.92,2.6,8.75,1.51,15.03,28.83,11.13,0.57,0.26
"HIF1A_RBPJ_TP53",0.89,0.57,0.39,0.57,1.1,0.67,1.45,0.32,5.42,1.42,6.94,28.83,9.92,0.29,0.04
"JAK2_ZFP36L1_ZMIZ1",0.22,0.22,0.03,0.19,0.55,0,0,0.27,0.83,0.34,3.47,28.83,14.12,0.57,0.04
"ANXA1_BAD_FOS",6.45,3.49,1.74,1.23,3.42,8.53,2.58,3.6,4.17,0.47,6.94,28.83,16.5,2.01,0.63
"CDC42_PIP5K1C_RBPJ",1.64,1.71,0.97,0.85,2.74,0.84,3.7,1.51,2.92,0.95,9.83,28.83,10.87,0,0.19
"ARRB2_CIITA_RUNX1",0.07,0.63,0,0.09,0.82,0.08,1.29,0.33,0.42,0.95,12.72,28.83,12.37,0,0
"DDX3X_HIF1A_TP53",1.6,1.29,1.19,1.7,2.47,1.51,3.38,0.88,7.92,3.49,10.98,28.47,12.88,0.57,0.15
"AKIRIN1_ANXA1_IRF4",0.34,0.59,0.44,0.19,0.68,0.08,1.29,0.48,7.08,0.3,9.25,28.47,3.16,0.29,0
"CD300A_FCGR2B_PHPT1",0,0.19,0,0,0.41,0.08,0,0.54,17.08,0.95,0,28.47,3.82,0,0.04
"EZR_RBPJ_RC3H1",3.09,2.81,0.66,1.04,2.74,1.76,6.76,1.46,10.83,2.72,9.83,28.47,12.56,0.29,0.26
"CEBPA_CEBPB_EIF2AK1",0.11,0.46,0,0,1.23,0.33,0.32,0.62,0,0,0.58,28.47,17.44,0,0.11
"BAX_LYN_NOD2",0.04,0.03,0,0,0.27,0,0,0.21,4.17,0.13,1.16,28.47,15.69,0,0.22
"CD74_CLEC4A_SOS1",0.07,0.06,0.03,0.09,0.27,0,0,0.2,2.5,0.73,5.2,28.47,15.47,0.29,0.15
"BATF3_LYN_TGFBR2",0,0,0,0,0,0,0,0.01,0,0.17,0.58,28.47,8.55,0,0.11
"ARIH2_CTNNB1_KLF4",0.22,0.11,0,0.19,0.14,0.08,0.48,0.25,1.25,0.26,2.89,28.47,14.1,0,0.11
"CDK6_IL6R_SPI1",0.04,0.03,0.03,0,0,0,0.16,0,12.92,0.34,6.36,28.47,6.12,0,0.04
"AKT1_MAP2K1_PICALM",0.63,1.37,0.36,0.57,1.37,0.5,3.22,1.04,7.92,0.47,8.67,28.47,12.07,0,0.07
"HSPD1_IRAK3_PTPN1",0.11,0.1,0.14,0,0,0.08,0.32,0.08,0.42,0.39,4.05,28.47,12.8,0.29,0
"HIF1A_RAC2_RNF41",1.45,1.08,1.36,1.51,1.51,1.25,2.58,0.78,6.25,4.74,12.72,28.47,12.72,0.86,0.33
"FGL2_LGALS9_SMAD3",0.3,0.29,0.19,0,0.82,0,0.81,0.29,0,0.95,2.89,28.47,14.1,0,0.19
"ARRB2_RBPJ_SIN3A",2.16,2.25,1.14,1.79,1.92,2.01,5.15,1.33,2.5,0.99,6.94,28.47,11.93,0,0.19
"CD81_HAVCR2_LGALS9",0.04,0.19,0.03,0,0.55,0,2.58,1.9,0,0.09,1.73,28.47,9.15,0,0
"CIITA_TRIM11_ZFP36",0.04,0.33,0,0,0.55,0.25,0.48,0.35,0.42,3.67,12.72,28.47,8.03,0,0.04
"CAMK1D_LYN_TNFAIP3",0.11,0.67,0.06,0.19,2.47,0.5,0,1.82,7.92,3.06,3.47,28.47,8.93,0.29,0.67
"BCL6_JAK1_STAT6",0.26,0.35,0.06,0.28,0.68,0.67,0.32,0.5,0.42,1.12,1.16,28.47,15.77,0.29,0.78
"CDK5RAP3_NDFIP1_STAT6",2.91,2.25,2.02,3.49,2.74,2.09,4.19,1.65,7.5,2.5,8.09,28.47,15.71,0,0.04
"CEBPB_HIF1A_TP53",0.67,0.89,0.47,1.04,1.37,0.5,2.09,0.48,5.42,1.77,2.89,28.47,13.62,0.57,0.22
"EZR_ITGA4_PTAFR",0.22,0.3,0.06,0.09,0.41,0.08,0.81,0.13,1.25,1.12,2.31,28.47,16.46,0,0.11
"CD68_CX3CR1_FCGR2B",0,0.02,0,0,0.14,0,0,0.03,0,0,0,28.47,6,0,0
"CEBPB_ID2_PMAIP1",1.12,2.24,0.22,0.38,4.11,4.77,0.97,3.39,2.5,0.13,2.89,28.47,14.89,0.86,0.22
"DHX36_NFE2L2_PRNP",2.46,2.48,1.25,1.98,3.29,3.85,5.15,2.12,9.17,1.12,7.51,28.47,10.76,0,0.04
"HIF1A_KLF4_OAS2",0.19,0.08,0.03,0,0.14,0,0,0.03,0.83,0.22,1.16,28.47,16.4,0,0.11
"ARRB2_CXCR4_G6PD",2.09,5.37,1.66,4.06,6.71,6.02,4.03,4.18,2.08,1.68,8.09,28.47,16.76,0.86,0.63
"STAT3_TNFSF10_TP53",2.46,1.4,1.69,1.04,2.6,1.42,4.03,0.88,6.67,2.03,5.2,28.47,16.76,0.57,0.11
"FAM20C_TGFB1_ZFP36",0,0.05,0.03,0,0.27,0,0,0.07,0,0.04,1.73,28.47,13.5,0,0
"CXCR4_HIF1A_SETD2",3.09,2.1,1.83,2.55,2.33,2.26,2.74,1.04,2.92,3.97,11.56,28.47,7.91,0.29,0.56
"KLF4_PPP3CA_TP53",0,0.1,0.06,0,0.14,0.08,0,0.04,1.67,0.34,1.73,28.47,9.86,0,0
"ICAM1_RAC1_RIN3",0.19,0.33,0.03,0.28,0.55,0.33,0.32,0.68,0.42,0.04,1.16,28.47,15.17,0,0.22
"RAC1_RIN3_SIRT2",1.08,2.56,0.39,0.94,5.07,1.51,4.67,5.71,2.5,1.6,7.51,28.47,15.79,0,0.11
"ADCY7_AKT1_PICALM",0.34,1.3,0.22,0.09,3.42,0.5,2.58,2.02,4.58,0.26,6.36,28.47,15.69,0,0.11
"ATF4_DOCK11_PIK3R1",5,4.83,3.16,3.87,6.85,3.68,10.63,3.17,10.83,1.98,10.98,28.47,11.13,0.57,0.11
"IL6R_NOD2",0.6,0.13,0.14,0,0,0,0.97,0.01,3.75,0,1.16,28.1,14.61,0,0.85
"CLEC7A_NFATC2",0.34,0.75,0.33,0.19,0.82,0.59,0.97,0.73,1.25,0.43,0,28.1,1.63,0.29,0.59
"IL1B_PRDX1_SOD1",0.15,0.05,0.11,0.19,0,0,0.16,0,0.83,0.13,13.87,28.1,11.17,0,0.33
"CARD9_CD1C_HSPD1",0,0,0,0,0,0,0,0,0,0.04,0,28.1,2.01,0,0
"DDX3X_HIF1A_RNF41",1.27,0.79,0.89,0.94,1.51,1.09,2.42,0.65,6.25,3.36,9.83,28.1,12.92,0.86,0.3
"CXCR4_HIF1A_HSPA1A",2.72,1.46,1.27,0.66,1.37,1.67,2.09,0.58,0.42,1.94,6.36,28.1,15.09,1.72,1
"IL6R_NOD2_SPI1",0.04,0,0,0,0,0,0,0,1.25,0,0,28.1,14.1,0,0.33
"CD86_PHB2_STAT5B",0.11,0.05,0.06,0,0.14,0,0.97,0.03,3.75,2.93,4.05,28.1,12.07,0.29,0.04
"DDX3X_PTGER4_RBCK1",5.07,5.03,1.83,2.74,6.71,5.27,6.92,4.77,0.83,0.82,7.51,28.1,15.59,0,0.26
"BATF3_HAVCR2_LGALS9",0,0,0.03,0,0,0,0,0,0,0,0,28.1,4,0,0
"ATF4_NCK1_SH2B3",0.89,1.11,0.22,0.28,1.78,0.59,1.13,0.96,5,0.69,13.29,28.1,12.11,0,0
"CX3CR1_IKBKB_PTPN2",0.15,4.83,0.11,0.09,9.04,0.59,1.29,5.59,0.42,0.22,2.89,28.1,11.13,0,0.11
"AKT1_PLEC_TRIM28",2.35,2,1.27,1.04,2.88,1.51,4.99,1.08,14.17,1.38,10.4,28.1,9.15,0.29,0.07
"CD68_FCGR2B_MYD88",0,0.02,0,0,0.14,0,0,0.01,2.5,0.65,0,28.1,6.52,0,0
"HIF1A_LFNG_STAT3",1.75,1.52,1.08,1.23,3.15,1.25,2.9,1.23,0.83,2.16,4.05,28.1,18.19,0.57,0.3
"CD36_CD68_FCGR2B",0,0,0,0,0,0,0,0,0.83,0,0,28.1,5.86,0,0
"GAS6_IL6R_SPI1",0,0,0,0,0,0,0,0,4.17,0,6.94,28.1,3.02,0.29,0
"CLEC7A_GRN_NFATC2",0.04,0.1,0.03,0,0,0.17,0.32,0.12,1.25,0.22,0,28.1,1.57,0,0.19
"APOBEC3G_BLOC1S6_KYNU",0.04,0.06,0.03,0,0.27,0,0,0.08,14.58,3.32,6.36,28.1,9.13,0,0
"BLOC1S2_HSPA1A_HSPA9",2.61,2.48,0.83,0.94,3.97,1.09,5.8,1.66,5,2.72,8.09,28.1,16.14,0.29,0.15
"AP3B1_AP3D1_PICALM",0.52,0.94,0.25,0.28,1.37,0.67,1.93,0.93,12.92,0.47,6.36,28.1,11.91,0,0.04
"CD33_FKBP1A_MED1",0.07,0.03,0,0,0,0.08,0,0.01,0.42,0.09,2.31,28.1,14.06,0.29,0.04
"LRP1_PARP1_ROCK1",0.22,0.24,0.39,0,0.41,0.42,0.32,0.13,1.25,0.3,1.16,28.1,17.42,0,0.07
"NCK1_NFE2L2_RPS6KA3",4.44,4.05,2.27,3.12,5.34,4.18,5.15,2.32,6.25,1.34,14.45,28.1,8.77,0,0.15
"JAK2_PML",0.82,0.81,0.36,0.57,1.51,0.17,1.93,0.96,12.08,1.47,8.67,27.74,12.01,0.29,0.11
"ANO6_PRDX2",5.74,4.97,3.57,2.74,4.38,4.01,7.57,3.29,5.83,2.24,10.4,27.74,10.4,0,0.15
"BCL6_CD55_CXCR4",0.11,0.4,0.25,0.47,0,0.75,0.16,0.24,0.42,2.33,0.58,27.74,9.78,1.43,1.22
"CCND3_CEBPA_EIF2AK1",0.04,0.79,0,0,2.05,0.59,0.81,1.21,0,0.04,0.58,27.74,12.25,0,0.11
"BCL6_DHX36_MIF",0.45,0.76,0.28,0.38,1.23,0.67,0.48,0.7,1.67,1.42,1.16,27.74,8.59,0.29,0.3
